col_0,col_1,col_2
0.08,79.61,24.385
0.15,79.15,24.378
0.05,78.72,24.376
-0.07,77.93,24.379
0.02,78.92,24.378
-0.01,79.36,24.377
0.01,79.15,24.374
0.01,78.21,24.366
0.07,78.75,24.36
0.21,79.59,24.357
-0.01,80.12,24.355
-0.13,77.2,24.354
-0.03,77.04,24.35
-0.02,76.38,24.349
-0.03,77.32,24.348
-0.01,77.15,24.347
0.04,75.75,24.344
0.04,76.59,24.339
-0.04,76.49,24.336
-0.05,76.69,24.332
0.05,77.48,24.333
-0.04,76.87,24.336
-0.06,76.79,24.339
-0.07,76.71,24.339
0.11,76.99,24.337
-0.01,76.66,24.335
0.02,77.55,24.335
0.04,76.28,24.336
-0.08,77.02,24.338
0.11,77.55,24.341
0.07,77.86,24.339
-0.05,77.17,24.338
-0.01,77.68,24.335
0.02,76.97,24.336
0.01,77.65,24.339
-0.004999999999999999,77.41,24.342
-0.02,77.17,24.345
-0.05,77.32,24.346
-0.07,79.92,24.344
-0.04,79.51,24.345
0.01,78.72,24.345
-0.02,79.31,24.346
0.08,77.88,24.35
-0.05,78.47,24.354
-0.12,78.21,24.36
0.01,79.26,24.363
-0.034999999999999996,79.575,24.369
-0.08,79.89,24.375
0.04,78.37,24.379
0.14,79.41,24.381
0.095,79.195,24.383000000000003
0.05,78.98,24.385
0.03,79.15,24.383
0.02,79.315,24.384
0.01,79.48,24.385
0.02,80.35,24.387
-0.07,79.15,24.387
-0.01,79.64,24.387
0.11,80.7,24.388
0.01,80.04,24.388
0.04,79.71,24.389
-0.11,80.27,24.388
-0.23,80.53,24.386
-0.11,80.27,24.388
-0.05,79.43,24.39
0.0,79.31,24.391
0.04,79.53,24.39
0.01,79.08,24.39
0.16,79.13,24.39
0.61,78.7,24.393
0.08,78.24,24.396
-0.03499999999999999,78.58,24.3965
-0.15,78.92,24.397
-0.05,78.04,24.396
-0.02,78.24,24.398
0.16,78.42,24.401
0.02,78.49,24.402
-0.08,79.05,24.403
-0.01,78.09,24.404
0.03,78.87,24.404
-0.04,78.32,24.407
0.0,76.54,24.409
-0.1,76.71,24.411
-0.08,78.82,24.413
-0.08,79.69,24.413
-0.03,78.87,24.417
-0.07,79.2,24.418
0.01,79.56,24.418
0.02,79.79,24.42
0.03,79.2,24.42
0.01,81.08,24.422
-0.03,81.9,24.426
-0.08,80.83,24.429
-0.11,78.34,24.433
-0.1,78.62,24.438
0.01,78.75,24.446
0.005,79.08,24.453000000000003
0.0,79.41,24.46
0.04,79.1,24.463
-0.04,77.58,24.463
0.05,77.35,24.472
-0.01,77.81,24.473
-0.02,77.71,24.479
-0.09,75.5,24.484
0.05,75.5,24.487
-0.05,74.48,24.491
-0.16,74.22,24.496
-0.26,74.05,24.504
0.05,74.86,24.507
0.14,76.97,24.51
0.04,76.0,24.531
0.05,73.87,24.536
-0.05,74.12,24.537
-0.06,74.83,24.538
-0.04,74.61,24.54
0.06,73.51,24.539
0.04,71.91,24.539
-0.08,72.01,24.54
0.14,72.5,24.542
0.03,74.22,24.541
-0.06,76.18,24.541
-0.19,73.79,24.543
-0.08,73.13,24.546
0.02,73.89,24.55
-0.03,73.13,24.556
0.03,73.59,24.56
0.06,74.71,24.566
0.01,74.81,24.568
-0.02,75.14,24.57
-0.08,72.52,24.571
-0.14,71.4,24.572
0.05,72.04,24.573
-0.08,73.16,24.574
-0.11,73.79,24.574
-0.01,72.7,24.576
-0.11,73.11,24.575
0.06,72.93,24.576
0.04,72.07,24.577
0.08,73.18,24.575
0.08,73.51,24.57
0.07,74.48,24.569
0.03,74.58,24.566
0.06,75.65,24.562
0.05333333333333333,76.15,24.559
0.04666666666666667,76.65,24.556
0.04,77.15,24.553
-0.03,77.6,24.549
-0.03,77.2,24.547
0.1,78.14,24.545
0.04,77.43,24.543
0.03,78.7,24.54
0.0,78.26,24.535
-0.08,79.15,24.523
0.01,79.89,24.509
0.11,79.43,24.499
-0.02,79.56,24.491
-0.15,79.15,24.483
-0.14,78.95,24.471
0.0,79.23,24.463
-0.02,79.43,24.458
-0.02,78.57,24.455
0.09,79.69,24.458
-0.01,79.03,24.463
0.03,79.69,24.463
0.08,79.0,24.463
0.06,79.18,24.463
-0.11,79.51,24.462
-0.05,79.05,24.459
0.03,79.41,24.458
0.04,79.83,24.450499999999998
0.05,80.25,24.443
0.04,80.3,24.426
-0.09,81.06,24.411
-0.02,81.41,24.394
0.0,80.65,24.38
-0.04,80.2,24.368
-0.015,80.17,24.362499999999997
0.01,80.14,24.357
0.06,79.03,24.361
0.02,78.77,24.367
0.13,79.38,24.372
0.04,78.37,24.375
-0.13,78.57,24.377
0.03,79.38,24.377
0.09,79.2,24.376
0.01,80.3,24.38
0.01,79.81,24.382
-0.01,79.53,24.379
-0.04,78.8,24.372
-0.06,79.08,24.364
-0.02,79.81,24.354
0.02,79.38,24.346
0.01,80.22,24.341
0.0,80.35,24.345
0.025,80.04499999999999,24.351
0.05,79.74,24.357
0.01,80.83,24.361
0.03,81.03,24.359
0.0,80.86,24.352
-0.04,78.85,24.347
-0.04,79.2,24.341
-0.01,78.19,24.337
0.01,79.61,24.334
0.02,79.33,24.332
0.03,79.43,24.332
0.0049999999999999975,79.47,24.329
-0.02,79.51,24.326
0.01,79.28,24.321
0.01,78.75,24.316
0.02,79.18,24.313
0.01,80.53,24.313
0.03,79.94,24.312
0.06,80.6,24.311
0.02,80.98,24.309
-0.01,81.64,24.306
0.0,80.74000000000001,24.3015
0.01,79.84,24.297
-0.04,77.93,24.296
0.01,77.38,24.294
0.12,77.02,24.293
-0.04,77.83,24.292
-0.05,77.53,24.292
-0.045,77.655,24.297
-0.04,77.78,24.302
-0.08,77.45,24.313
-0.01,77.58,24.323
-0.07,77.32,24.332
-0.02,77.22,24.342
-0.035,78.035,24.3505
-0.05,78.85,24.359
0.03,79.41,24.373
-0.04,78.75,24.381
-0.04,78.06,24.387
-0.12,78.44,24.383
0.0,79.0,24.374
0.06,79.05,24.362
0.07,79.36,24.374
-0.07,79.13,24.389
0.01,78.9,24.4
0.045000000000000005,78.85,24.412
0.08,78.8,24.424
0.07,78.39,24.436
-0.13,78.72,24.442
0.020000000000000018,79.18,24.444000000000003
0.17,79.64,24.446
0.02,80.35,24.449
-0.01,79.66,24.466
-0.08,80.09,24.484
-0.13,80.55,24.503
-0.04,80.73,24.506
-0.04,80.47,24.504
0.04,80.35,24.515
-0.14,80.93,24.522
0.02,81.06,24.531
0.01,80.55,24.545
0.01,80.91,24.548
0.05,80.7,24.552
0.11,81.39,24.558
0.16,81.24,24.568
0.07,81.47,24.567
0.0,80.93,24.571
-0.13,81.26,24.57
0.07,80.35,24.574
0.16,80.7,24.576
-0.04,80.83,24.58
-0.04,79.74,24.583
-0.1,80.91,24.585
0.02,81.67,24.589
-0.05,81.29,24.587
-0.12,81.06,24.582
-0.11,81.26,24.573
-0.05,81.01,24.564
-0.045,80.89500000000001,24.555500000000002
-0.04,80.78,24.547
0.11,81.14,24.54
0.09,81.43,24.5385
0.07,81.72,24.537
0.04,82.05,24.533
-0.02,82.86,24.535
0.02,82.18,24.539
0.04,81.95,24.54
0.18,81.75,24.541
0.13,82.15,24.549
0.02,82.56,24.556
-0.07,81.87,24.552
-0.02,80.47,24.541
0.07,80.09,24.537
0.05,79.81,24.539
0.02,79.89,24.541
0.01,80.2,24.531
0.0,80.02,24.511
-0.01,79.74,24.508
0.01,80.78,24.525
0.0,80.27,24.539
0.01,80.07,24.541
-0.01,79.43,24.533
-0.02,79.38,24.52
-0.04,79.79,24.512
0.05,79.71,24.515
0.01,80.27,24.521
0.05,80.65,24.522
0.0,80.65,24.52
0.01,80.88,24.512
0.01,81.29,24.515
0.02,81.44,24.521
0.08,81.87,24.532
0.03,82.2,24.544
0.02,82.15,24.549
0.01,81.9,24.548
0.01,81.75,24.547
0.0,81.01,24.547
0.0,80.63,24.543
-0.01,80.98,24.538
0.01,81.49,24.539
0.02,81.9,24.547
0.02,82.13,24.553
-0.05,81.8,24.545
-0.04,82.74,24.546
0.08,82.2,24.547
0.06,81.97,24.552
0.01,81.75,24.55
-0.02,81.59,24.55
0.01,82.25,24.551
0.02,81.67,24.558
-0.02,81.9,24.563
-0.03,81.92,24.556
0.0,82.08,24.556
-0.02,81.26,24.555
-0.01,81.54,24.551
-0.02,81.34,24.547
-0.01,82.08,24.547
0.02,82.2,24.55
0.0,81.82,24.552
-0.02,81.59,24.553
-0.02,81.24,24.557
-0.02,81.75,24.56
0.01,82.2,24.559
-0.06,82.53,24.557
0.0,82.15,24.551
0.03,81.72,24.546
-0.02,81.36,24.546
-0.04,82.02,24.547
-0.05,82.3,24.547
0.07,83.07,24.546
0.04,82.35,24.544
-0.04,81.77,24.539
0.02,81.59,24.538
-0.04,80.83,24.534
0.0,81.75,24.535
0.01,81.9,24.535
0.01,82.0,24.536
0.01,81.24,24.533
0.0,81.34,24.528
-0.01,81.31,24.524
0.02,81.69,24.522
0.02,81.72,24.525
0.02,82.2,24.533
0.01,81.67,24.532
0.07,81.21,24.53
0.01,81.34,24.527
-0.14,79.2,24.524
-0.1,78.52,24.521
0.02,79.23,24.52
0.04,79.51,24.519
0.010000000000000002,79.67500000000001,24.5225
-0.02,79.84,24.526
-0.13,79.2,24.525
-0.04,79.08,24.528
-0.08,79.41,24.537
0.08,79.31,24.538
-0.1,79.2,24.535
-0.07,79.33,24.539
-0.11,79.81,24.541
-0.01,80.53,24.546
-0.03,81.06,24.552
-0.07,81.24,24.554
-0.02,82.35,24.557
-0.005000000000000001,82.215,24.560499999999998
0.01,82.08,24.564
-0.04,82.51,24.568
0.0,81.85,24.574
0.0,81.31,24.574
0.01,81.75,24.573
-0.04,81.75,24.575
-0.07,81.21,24.573
0.07,82.81,24.572
-0.01,82.51,24.572
0.05,82.48,24.572
0.04,83.04,24.567
-0.02,82.33,24.565
-0.03,82.2,24.567
-0.01,81.9,24.571
0.04,81.77,24.575
-0.08,80.8,24.573
-0.01,81.52,24.571
-0.06,80.47,24.562
0.08,82.2,24.565
0.02,83.12,24.575
0.05,81.14,24.578
0.05,83.83,24.575
0.13,83.04,24.58
0.02,82.79,24.583
0.03,83.42,24.578
0.08,83.37,24.567
0.05,82.69,24.577
0.0,82.84,24.582
0.03,82.79,24.573
-0.02,83.12,24.576
-0.01,83.19,24.579
-0.17,82.84,24.578
0.07,83.63,24.565
0.09,83.29,24.575
0.01,83.02,24.572
0.02,83.14,24.576
-0.07,83.04,24.573
-0.07,83.22,24.567
0.01,82.99,24.56
-0.14,82.99,24.559
-0.11,82.48,24.556
-0.04,82.74,24.559
0.01,82.63,24.566
0.1,82.96,24.561
0.19,82.33,24.558
0.04,82.63,24.55
0.11,82.38,24.542
0.03,81.92,24.538
0.0,82.08,24.536
-0.04,83.09,24.533
0.019999999999999997,82.80000000000001,24.531
0.08,82.51,24.529
0.045,82.61,24.5255
0.01,82.71,24.522
0.04,82.48,24.516
0.09,82.3,24.514
-0.01,82.15,24.515
0.02,81.72,24.513
-0.05,82.1,24.514
-0.02,82.08,24.514
0.07,82.61,24.511
0.01,82.53,24.513
0.01,82.94,24.508
0.01,83.37,24.499
0.0,83.37,24.495
0.06,82.96,24.488
0.0,83.52,24.483
0.01,82.94,24.482
0.02,83.17,24.48
0.01,83.42,24.481
-0.03,83.35,24.478
0.02,83.5,24.472
0.005000000000000001,83.50999999999999,24.467
-0.01,83.52,24.462
-0.01,83.85,24.459
0.05,83.45,24.453
-0.03,81.8,24.454
-0.05,81.64,24.452
-0.02,81.34,24.451
-0.01,81.16,24.444
-0.05,81.26,24.442
-0.02,80.86,24.438
0.01,81.36,24.437
0.01,81.97,24.44
0.01,81.59,24.44
-0.05,81.08,24.439
0.01,80.83,24.443
-0.02,81.19,24.444
0.05,81.67,24.448
0.01,82.48,24.447
0.01,83.63,24.447
0.02,83.19,24.446
0.01,83.35,24.442
0.01,83.47,24.439
0.02,83.4,24.438
0.005000000000000001,82.74000000000001,24.4285
-0.01,82.08,24.419
-0.05,82.23,24.414
-0.04,81.39,24.416
-0.03,81.92,24.417
0.02,82.2,24.42
0.03,82.33,24.424
-0.01,83.29,24.419
0.02,82.89,24.417
0.04,83.8,24.417
0.01,83.09,24.416
-0.04,82.76,24.414
0.01,82.46,24.415
-0.02,82.81,24.409
0.01,82.56,24.404
-0.01,83.07,24.401
-0.01,82.33,24.403
-0.03,82.15,24.401
0.02,81.97,24.395
-0.02,81.62,24.394
-0.01,82.0,24.392
0.02,81.95,24.392
0.05,82.43,24.386
0.07,81.49,24.385
-0.02,81.49,24.377
-0.07,81.82,24.377
0.0,82.41,24.38
-0.01,81.82,24.385
-0.11,82.25,24.368
-0.08,82.35,24.35
0.04,81.69,24.347
0.03,81.62,24.358
0.07,82.18,24.367
0.04,81.39,24.38
-0.05,80.12,24.384
-0.04,81.03,24.394
-0.0049999999999999975,81.275,24.39
0.03,81.52,24.386
-0.07,80.73,24.374
-0.09,81.06,24.371
-0.22,81.47,24.381
-0.06,80.91,24.385
-0.01,80.58,24.394
-0.02,80.73,24.405
-0.01,79.71,24.412
-0.06,79.89,24.42
0.02,80.7,24.432
-0.02,81.01,24.436
0.01,81.26,24.441
0.01,79.74,24.447
0.01,80.96,24.454
0.02,81.47,24.463
-0.07,81.21,24.482
0.01,81.41,24.488
0.01,81.19,24.496
0.03,81.29,24.495
0.08,80.83,24.504
0.07,81.59,24.509
0.04,81.36,24.511
0.04,81.36,24.522
-0.1,79.59,24.554
0.09,80.35,24.564
0.04,81.11,24.572
0.02,80.68,24.576
-0.12,80.35,24.579
0.08,80.22,24.581
0.03,80.5,24.573
-0.08,80.96,24.559
-0.07,81.21,24.559
0.11,81.41,24.56
0.07,81.82,24.567
0.02,81.75,24.569
0.01,82.79,24.567
0.015,82.52000000000001,24.5685
0.02,82.25,24.57
0.05,82.48,24.568
-0.08,81.97,24.569
-0.07,81.47,24.568
-0.05,80.35,24.567
-0.01,81.49,24.571
0.01,81.62,24.571
-0.08,80.7,24.571
0.07,81.47,24.571
0.07,80.78,24.564
-0.01,80.93,24.552
0.1,80.6,24.542
0.02,81.75,24.543
-0.02,81.75,24.549
-0.11,81.31,24.537
-0.02,81.36,24.522
0.07,82.08,24.509
-0.05,82.0,24.496
0.02,80.78,24.48
0.05,80.14,24.472
-0.05,81.01,24.469
0.02,80.78,24.472
0.0,81.44,24.475
-0.02,80.63,24.481
0.03,80.7,24.488
0.01,79.76,24.493
0.08,80.47,24.496
0.11,79.92,24.503
0.11,80.53,24.5075
0.11,81.14,24.512
0.11,79.84,24.513
-0.09,79.13,24.506
-0.01,79.05,24.495
-0.05,79.23,24.489
-0.08,79.97,24.486
-0.04,80.27,24.485
0.07,80.86,24.487
0.04,81.49,24.485
-0.06,82.51,24.484
0.04,82.84,24.485
-0.03,82.33,24.479
0.13,83.37,24.473
-0.08,83.5,24.472
-0.1,83.27,24.468
-0.03,82.66,24.464
0.04,82.41,24.455
-0.05,82.28,24.451
0.02,82.38,24.451
0.06,82.53,24.466
0.08499999999999999,82.975,24.464
0.11,83.42,24.462
0.04,82.76,24.46
0.03,82.46,24.452
0.02,81.87,24.432
-0.01,81.72,24.41
0.01,81.82,24.399
-0.02,82.33,24.392
0.0,82.15,24.379
0.0,82.84,24.361
0.02,82.86,24.349
-0.04,82.46,24.344
-0.07,82.35,24.346
0.06,82.63,24.351
-0.02,82.48,24.36
0.01,82.53,24.369
-0.09,82.66,24.373
0.13,82.69,24.373
0.02,81.95,24.373
-0.01,81.41,24.372
-0.06,81.72,24.364
-0.16,81.95,24.36
0.07,81.8,24.359
0.11,81.69,24.364
0.02,80.47,24.375
-0.02,80.17,24.369
-0.05,80.27,24.352
0.0,79.69,24.348
-0.05,80.4,24.342
0.01,80.6,24.338
-0.05,80.58,24.327
-0.03,81.92,24.323
-0.08,80.83,24.322
0.04,80.65,24.32
0.02,80.42,24.322
0.02,80.8,24.325
-0.01,80.6,24.324
-0.14,82.41,24.325
0.07,81.9,24.327
0.09,81.97,24.327
0.0,80.88,24.332
-0.05,79.2,24.338
0.11,80.86,24.34
-0.01,82.43,24.344
0.03,83.32,24.351
0.04,80.09,24.354
-0.02,80.47,24.358
-0.1,82.99,24.364
-0.02,82.35,24.37
-0.01,82.48,24.327
0.02,80.37,24.286
-0.11,79.28,24.267
-0.01,79.05,24.266
0.1,79.74,24.274
0.08,80.14,24.28
-0.01,78.01,24.284
-0.04,75.11,24.282
-0.04,76.64,24.284
-0.13,75.14,24.28
-0.06,75.29,24.273
0.06,74.86,24.255
0.01,74.81,24.24
-0.04,74.22,24.221
0.0,72.27,24.191
-0.08,71.66,24.19
-0.1,74.66,24.195
-0.07,73.18,24.211
0.01,74.68,24.22
0.04,74.56,24.224
0.01,75.32,24.228
0.0,74.91,24.216
-0.1,74.4,24.21
-0.13,74.1,24.214
-0.01,74.89,24.216
0.04,75.77,24.211
0.07,75.01,24.209
0.08,75.77,24.206
0.1,75.16,24.236
0.1,75.6,24.26
-0.04,76.54,24.266
0.01,76.31,24.261
-0.01,77.1,24.259
0.049999999999999996,77.49,24.2515
0.11,77.88,24.244
0.02,78.34,24.229
0.04,78.19,24.24
0.08,78.37,24.249
0.1,78.42,24.25
0.1,78.95,24.245
-0.17,79.64,24.224
-0.02,78.75,24.206
0.015000000000000003,79.03,24.2175
0.05,79.31,24.229
-0.02,79.05,24.24
-0.02,79.28,24.254
-0.03,79.36,24.273
-0.16,79.76,24.291
0.01,80.53,24.294
0.02,80.14,24.289
0.035,80.305,24.279
0.05,80.47,24.269
0.03,81.21,24.265
-0.09,80.91,24.262
-0.02,80.07,24.25
0.04,80.02,24.242
0.08,80.2,24.253
0.11,80.42,24.267
0.02,81.01,24.271
0.02,81.01,24.261
-0.03,80.5,24.253
-0.01,81.19,24.248
-0.025,81.025,24.25
-0.04,80.86,24.252
0.02,80.6,24.253
0.01,80.58,24.255
0.03,79.38,24.252
0.02,79.66,24.262
0.02,79.92,24.263
-0.02,78.95,24.257
0.07,80.07,24.251
-0.02,79.61,24.251
-0.02,79.8,24.2495
-0.02,79.99,24.248
-0.01,80.22,24.25
0.05,81.26,24.25
0.02,80.91,24.249
-0.01,79.28,24.247
-0.01,79.59,24.244
-0.03,79.08,24.245
-0.025,81.545,24.245
-0.02,84.01,24.245
-0.02,82.71,24.244
-0.03,81.47999999999999,24.247
-0.04,80.25,24.25
0.05,79.15,24.247
-0.09,78.26,24.244
0.04,77.91,24.244
0.02,78.42,24.239
0.01,79.61,24.234
0.01,79.15,24.229
-0.03,79.05,24.227
-0.01,78.42,24.226
-0.05,78.77,24.223
-0.03,78.34,24.219
0.02,78.65,24.217
0.02,79.86,24.21
0.01,80.2,24.206
0.02,80.04,24.2
0.01,79.08,24.198
-0.08,79.59,24.191
-0.035,79.995,24.188
0.01,80.4,24.185
0.05,79.74,24.188
0.01,78.85,24.189
-0.03,78.7,24.189
-0.05,78.42,24.19
-0.02,77.78,24.187
-0.04,78.44,24.178
-0.05,79.79,24.17
-0.02,79.51,24.165
0.04,79.66,24.165
0.0,80.14,24.164
0.11,79.92,24.164
0.02,78.77,24.161
0.01,79.36,24.153
0.01,80.65,24.147
0.01,81.41,24.14
0.01,81.14,24.14
0.07,80.88,24.136
-0.02,80.07,24.133
-0.04,79.71,24.134
-0.02,79.03,24.139
-0.04,78.7,24.143
0.01,78.67,24.15
0.05,78.75,24.156
-0.02,78.85,24.16
-0.05,79.46,24.16
-0.04,78.14,24.158
0.01,78.24,24.156
0.02,78.06,24.158
0.0,77.86,24.155
-0.04,77.5,24.154
0.01,78.8,24.154
-0.1,77.43,24.154
0.12,77.38,24.158
0.05,77.5,24.162
0.02,78.09,24.164
0.01,77.22,24.162
0.04,77.81,24.162
0.08,77.15,24.16
-0.05,77.38,24.155
-0.04,76.49,24.147
-0.23,76.56,24.141
0.02,77.35,24.142
0.08,77.71,24.149
0.07,78.29,24.156
-0.13,77.55,24.165
0.04,77.68,24.172
-0.07,78.21,24.171
0.07,79.74,24.167
-0.1,79.71,24.163
0.02,79.76,24.163
-0.01,80.22,24.17
-0.03,79.255,24.173000000000002
-0.05,78.29,24.176
0.04,78.57,24.175
-0.02,78.65,24.172
0.14,78.49,24.169
-0.13,78.7,24.167
-0.14,78.72,24.169
-0.03,78.26,24.173
-0.01,77.78,24.185
-0.01,77.81,24.184
0.02,76.71,24.179
0.01,77.55,24.176
0.02,78.85,24.172
0.03,79.51,24.179
-0.02,77.78,24.191
-0.05,77.02,24.186
0.01,77.78,24.186
-0.020000000000000004,76.94,24.183999999999997
-0.05,76.1,24.182
-0.09,76.84,24.185
0.01,78.7,24.194
0.02,78.65,24.2
-0.02,77.83,24.205
-0.03,76.84,24.206
-0.03,74.89,24.208
-0.05,75.57,24.212
0.04,76.21,24.211
-0.02,75.77,24.211
0.0,75.83,24.215
0.01,75.19,24.219
-0.01,75.14,24.214
0.04,75.19,24.209
0.01,76.46,24.198
0.03,76.56,24.186
0.05,76.66,24.174
0.11,76.21,24.168
0.03,76.71,24.167
-0.04,77.3,24.167
0.01,77.5,24.158
0.02,78.32,24.147
0.005000000000000001,78.395,24.14
-0.01,78.47,24.133
0.06,78.19,24.13
0.02,78.77,24.133
-0.03,78.77,24.138
-0.11,76.99,24.142
0.12,76.82,24.142
0.14,76.03,24.14
0.01,77.1,24.135
-0.01,77.2,24.126
-0.1,76.0,24.11
-0.06,75.9,24.091
-0.02,76.92,24.088
-0.01,75.93,24.09
-0.08,76.82,24.095
0.04,77.1,24.099
0.06,76.69,24.096
0.0,77.93,24.09
0.03,78.14,24.077
0.11,78.16,24.062
-0.05,77.81,24.058
-0.01,78.32,24.057
0.09,78.39,24.054
-0.01,78.7,24.051
0.08,77.53,24.044
0.07,78.75,24.042
-0.07,79.94,24.045
-0.01,78.85,24.044
-0.02,78.67,24.041
0.0,79.51,24.039
-0.08,80.04,24.038
0.01,79.48,24.034
0.03,78.72,24.033
-0.02,77.73,24.033
0.07,78.42,24.033
0.05,77.4,24.025
-0.1,76.74,24.017
-0.08,78.44,23.997
0.04,79.41,23.954
0.07,80.83,23.934
-0.03,78.98,23.924
-0.04,79.69,23.918
-0.05,78.59,23.91
0.07,78.04,23.895
0.11,79.28,23.889
-0.09,79.81,23.891
0.11,80.32,23.902
0.08,79.71,23.917
0.05,80.07,23.919
-0.01,80.83,23.918
-0.02,80.07,23.921
0.0,80.47,23.932
0.05,80.5,23.942
0.02,80.58,23.948
-0.035,80.425,23.953
-0.09,80.27,23.958
-0.05,79.51,23.961
0.05,78.19,23.952
-0.02,79.51,23.927
0.11,79.64,23.9
0.02,79.43,23.894
-0.07,80.14,23.859
-0.07,80.3,23.837
0.07,81.03,23.824
0.04,80.7,23.813
-0.05,79.28,23.797
0.04,78.72,23.787
-0.27,76.97,23.79
-0.08,74.33,23.794
0.18,73.39,23.811
0.01,71.96,23.826
0.05,72.57,23.833
-0.05,72.32,23.834
-0.13,73.67,23.833
-0.07,74.4,23.834
-0.08,73.06,23.838
-0.12,75.09,23.843
-0.03,76.51,23.845
-0.01,71.56,23.786
-0.03,70.26,23.775
-0.1,70.19,23.772
-0.26,70.49,23.769
-0.07,72.17,23.77
-0.22,71.53,23.774
-0.02,72.12,23.779
-0.04,72.04,23.782
-0.04,72.01,23.786
0.01,72.37,23.793
0.04,73.06,23.8
0.01,73.28,23.808
0.05,74.0,23.813
-0.04,72.62,23.819
-0.02,73.39,23.823
-0.05,73.03,23.827
0.09,73.21,23.844
0.05,73.41,23.853
0.02,72.98,23.861
0.05,72.09,23.871
0.02,71.3,23.883
0.04,72.29,23.892
0.07,72.85,23.898
0.0,74.12,23.897
-0.1,73.92,23.9
0.01,74.99,23.902
0.03,74.28,23.9
0.03,74.78,23.901
-0.01,75.01,23.903
0.07,75.29,23.901
-0.02,74.2,23.895
0.04,73.87,23.916
0.06,73.36,23.928
0.02,73.92,23.941
0.02,73.89,23.952
0.04,74.22,23.949
-0.02,75.22,23.95
0.03,74.76,23.956
0.0,75.42,23.975
-0.02,74.96,23.991
-0.02,74.66,24.003
0.01,75.06,24.025
-0.03,75.95,24.034
0.13,76.28,24.037
0.11,75.7,24.039
0.07,76.31,24.037
0.05,75.62,24.031
-0.03,74.83,24.034
-0.05,75.04,24.041
-0.02,75.32,24.041
-0.04,75.16,24.035
-0.04,75.8,24.021
-0.13,75.8,24.015
0.22,77.76,24.039
-0.05,77.91,24.036
0.09,77.3,24.028
-0.1,77.73,24.021
-0.01,77.78,24.012
-0.09,77.81,24.016
-0.02,78.09,24.013
0.05,78.87,24.003
0.04,79.13,24.022
-0.08,79.28,24.043
-0.12,79.56,24.039
-0.02,80.25,24.028
-0.16,80.6,24.018
-0.07,80.8,24.011
-0.04,80.88,24.005
-0.01,80.65,23.993
0.01,80.96,23.982
-0.21,81.03,23.972
0.02,81.11,23.966
-0.05,81.36,23.96
-0.08,81.41,23.956
-0.11,81.64,23.952
-0.17,81.85,23.955
-0.94,81.75,23.954
-1.07,81.41,23.952
-0.23,81.59,23.949
-0.01,81.57,23.945
-0.01,81.695,23.954
-0.01,81.82,23.963
0.0,82.255,23.97
0.01,82.69,23.977
0.0,82.66,23.979
0.01,82.63,23.979
0.05,82.91,23.977
0.02,82.74,23.972
-0.01,81.8,23.969
0.020000000000000004,81.745,23.976
0.05,81.69,23.983
-0.04,81.95,23.987
-0.11,81.8,23.988
-0.18,82.05,23.986
-0.05,82.41,23.984
-0.06,81.82,23.98
-0.03,82.0,23.977
0.03,82.53,23.975
0.02,83.17,23.974
-0.01,83.47,23.97
0.01,83.6,23.969
0.01,83.35,23.966
0.05,83.47,23.962
0.02,83.50999999999999,23.963
-0.01,83.55,23.964
-0.01,83.57,23.963
-0.05,84.46,23.962
-0.03666666666666667,84.47666666666666,23.959666666666667
-0.023333333333333334,84.49333333333334,23.95733333333333
-0.01,84.51,23.955
0.04,84.64,23.953
0.02,84.77000000000001,23.9495
0.0,84.9,23.946
-0.01,85.28,23.945
-0.01,84.92,23.945
0.01,85.02,23.945
0.0,85.3,23.944
0.04,85.43,23.943
-0.04,85.02,23.94
0.03,83.78,23.937
-0.13,83.17,23.932
-0.35,83.75,23.927
-0.02,83.65,23.922
-0.01,84.08,23.919
0.0,84.82,23.916
0.01,84.34,23.91
-0.05,84.82,23.9
0.04,85.05,23.894
-0.02,85.35,23.887
-0.01,85.35,23.88
0.01,85.51,23.871
-0.01,85.33,23.863
-0.02,85.38,23.855
0.005000000000000001,85.63499999999999,23.849
0.03,85.89,23.843
-0.01,87.08,23.838
-0.03,86.72,23.834
-0.02,86.93,23.83
-0.01,87.08,23.824
-0.05,86.62,23.819
-0.02,86.19,23.816
0.01,85.25,23.814
-0.04,83.78,23.813
0.04,83.27,23.812
-0.010000000000000002,84.145,23.809
-0.06,85.02,23.806
0.01,84.79,23.803
-0.05,84.9,23.8
-0.07,84.64,23.799
-0.04,84.54,23.799
-0.03,84.41,23.802
-0.03,84.64,23.804
-0.01,84.36,23.804
-0.08,84.34,23.804
-0.16,84.36,23.807
0.08,84.79,23.811
0.06,84.36,23.815
0.04,84.11,23.823
0.08,84.21,23.832
-0.01,84.18,23.843
-0.02,83.7,23.851
-0.05,83.85,23.854
-0.04,83.75,23.86
-0.01,83.88,23.861
0.05,83.4,23.866
0.02,83.73,23.876
-0.08,83.7,23.88
-0.13,84.01,23.89
-0.01,84.16,23.905
0.03,85.02,23.912
0.01,85.17,23.917
-0.04,85.1,23.925
-0.02,85.1,23.938
0.01,85.28,23.951
0.02,85.45,23.956
0.03,85.35,23.963
0.05,85.05,23.968
-0.06,85.56,23.968
-0.06,86.37,23.974
-0.02,86.37,23.975
-0.03,85.81,23.979
-0.01,85.78,23.985
0.01,85.96,23.992
0.0,86.19,23.999
-0.03,85.94,24.014
